MeetingID|GroupName|Address|Area|State|PostCode|Day_Time|Contact|PartialMatch|FormattedAddress|Exact_Lat|Exact_Lng
"14"|"Adarsa Group."|"In Naturopathi Club, Vizianagaram Dist,"|"Garividi"|"Andhra Pradesh"|"535101"|"Thu/Sat 6.00 pm & Sun 9.00 am"|"Narasimhamurthy - 099484 73454 - B.Ramanamurthy. - 081214 49681"|"true"|"Garividi, Andhra Pradesh 535101, India"|"18.2858395"|"83.5363359"
"15"|"Ghantasala Group."|"Near Panchayati Karyalayam, Ghantasala Village, Krishna Dist.,"|"Ghantasala"|"Andhra Pradesh"|""|"Sun 10.30 am"|"Cont: 098488 75568 - 088977 32300"|"false"|"Ghantasala, Andhra Pradesh, India"|"16.1693394"|"80.9442732"
"16"|"Guntur Group."|"Bhasyam Blooms School, Besides Majet Ram Kalyana Mandapam, Ring Road,"|"Guntur"|"Andhra Pradesh"|""|"Wed 6.00 pm & Sun 10.00 am"|"Cont: 092486 55380"|"true"|"Ring Road, Guntur, Andhra Pradesh 522007, India"|"16.3139577"|"80.4304506"
"17"|"Chaitanya Group."|"New Loyola High School, Kumar Palli,"|"Hanuma Konda"|"Andhra Pradesh"|""|"Sun/Tue/Thu 7.00 pm"|"Cont: 099599 16225"|"true"|"Threenadh Swamy & Abhaya Anjaneya Sannidhanam At Sidhi Konda, Ichchapuram, Andhra Pradesh 532312, India"|"19.1056353"|"84.6930510"
"18"|"Asraya Group."|"Mantisory High School, Vijaya Nagar Colony,"|"Hyderabad"|"Andhra Pradesh"|""|"Thu 7.00 pm"|"Cont: 097047 50871"|"true"|"Government Industrial Training Institute, Vijay Nagar Colony Road, Vijaya Nagar Colony, Hyderabad, Telangana 500057, India"|"17.3960549"|"78.4563671"
"19"|"Banjara Group."|"St. Alfonsos High School, Road No 9,"|"Hyderabad"|"Andhra Pradesh"|""|"Sun 11.00 am"|"Cont: 097059 82000"|"true"|"Government Industrial Training Institute, Vijay Nagar Colony Road, Vijaya Nagar Colony, Hyderabad, Telangana 500057, India"|"17.3960549"|"78.4563671"
"20"|"Dilsukh Group."|"Shri Sai Degree & P.G. College, Opp. Brilliant Grammer School,"|"Hyderabad"|"Andhra Pradesh"|""|"Tue 7.00 pm"|"Cont: 097047 50871"|"true"|"Government Industrial Training Institute, Vijay Nagar Colony Road, Vijaya Nagar Colony, Hyderabad, Telangana 500057, India"|"17.3960549"|"78.4563671"
"21"|"Hyderabad Group."|"Y.M.C.A. Narayan Guda,"|"Hyderabad"|"Andhra Pradesh"|""|"Sun/Mon/Thu 7.00 pm"|"Cont: 090004 75577"|"true"|"Hyderabad, Telangana, India"|"17.3850440"|"78.4866710"
"22"|"Ikyatha Group."|"SVES School, Beside Petrol Pump, Vidyanagar,"|"Hyderabad"|"Andhra Pradesh"|""|"Wed 7.00 pm"|"Cont: 090004 75577"|"true"|"Government Industrial Training Institute, Vijay Nagar Colony Road, Vijaya Nagar Colony, Hyderabad, Telangana 500057, India"|"17.3960549"|"78.4563671"
"23"|"Kukatpally Group"|"Monterssory High School, Vijaynagar Colony"|"Hyderabad"|"Andhra Pradesh"|""|"Thu 7.00 pm"|"097047 50871"|"true"|"Kukatpally, Hyderabad, Telangana, India"|"17.4947934"|"78.3996441"
"24"|"Madhapur Group."|"Meriddien School, Next To Tata Motors, Hi-Tech City, Kookat Palli,"|"Hyderabad"|"Andhra Pradesh"|""|"Sat 7.00 pm"|"Cont: 098667 74156"|"true"|"Madhapur, Hyderabad, Telangana, India"|"17.4482929"|"78.3914851"
"25"|"Swasthata Group."|"Krishnaveni Talent School, Sri Ram Nagar Colony, Kotha Peta."|"Hyderabad"|"Andhra Pradesh"|""|"Sun 10.15 am"|"Cont: 097047 50871"|"true"|"Government Industrial Training Institute, Vijay Nagar Colony Road, Vijaya Nagar Colony, Hyderabad, Telangana 500057, India"|"17.3960549"|"78.4563671"
"26"|"Kakinada Group."|"Spandana Function Hall, Near Sarpavaram Junction,"|"Kakinada"|"Andhra Pradesh"|""|"Sun 10.30 am"|"Cont: 099129 37492"|"true"|"Kakinada, Andhra Pradesh, India"|"16.9890648"|"82.2474648"
"27"|"Kakinada Group."|"Pragoda U.P. School, Prazer Peta, Near Old Bus Stand,"|"Kakinada"|"Andhra Pradesh"|""|"Tue/Fri 6.00 pm"|"Cont: 099660 88444 - 098851 74444"|"true"|"Kakinada, Andhra Pradesh, India"|"16.9890648"|"82.2474648"
"28"|"Vimukthi Group."|"Kalagada Borad School,"|"Kalagada"|"Andhra Pradesh"|""|"Wed/Sat 6.00 pm"|"Cont: 094913 03693"|"true"|"Kalagada, Andhra Pradesh, India"|"18.0032530"|"83.2104426"
"29"|"Ikyatha Group."|"M.P.E. School, Kancharapalem, Visakhapatnam,"|"Kancharapalem"|"Andhra Pradesh"|""|"Tue 6.30 pm"|"Gowrisankar - 095028 66674 - Gurunadharao - 097034 54559"|"true"|"Kancharapalem, Visakhapatnam, Andhra Pradesh, India"|"17.7358253"|"83.2733459"
"30"|"Kothavalasa Group."|"Vagdevi Junior College, Opp. Fire Station,"|"Kothavalasa"|"Andhra Pradesh"|""|"Tue/Sat 6.00 pm"|"Cont: 097044 71259 - 081434 09626"|"true"|"Kothavalasa, Andhra Pradesh 535183, India"|"17.8908652"|"83.1908216"
"31"|"Ashaya Sadhana Group"|"Vagdevi Junior & Degree College,"|"Kottavalasa"|"Andhra Pradesh"|""|"Tue/Sat 6.00 pm"|"Srinivas - 099891 42606"|"true"|"Kothavalasa, Andhra Pradesh 535183, India"|"17.8908652"|"83.1908216"
"32"|"Udayabhanu Group."|"C/o, K.Krishnam Naidu, M.Singupuram, Neelanagaram Post, Srikakulam Distl,"|"M. Singupuram"|"Andhra Pradesh"|"532462"|"Daily 6.00 pm"|"K,Krishnamnaidu. - 094407 59660 - Balababu - 086887 27148"|"true"|"Andhra Pradesh 532462, India"|"18.6001723"|"83.6614400"
"33"|"Vision Group"|"R.R. Kalyanmandapam, Green Park, Madanpalle"|"Madanpalle"|"Andhra Pradesh"|""|"Tue/Sat 7.00 pm"|"Kiran - 099494 29766"|"true"|"Madanapalle, Andhra Pradesh, India"|"13.5500000"|"78.5000000"
"34"|"Good Life Group."|"C.S.I. Church, Nagalapuram Road,"|"Nagari"|"Andhra Pradesh"|""|"Sun 5.30 pm"|"Kuppuswami - 092478 21244"|"true"|"Nagalapuram Road, Nagari, Andhra Pradesh 517590, India"|"13.3202198"|"79.5928215"
"35"|"Good Life Group."|"M.P.P. School, Kothapeta,"|"Nagari"|"Andhra Pradesh"|""|"Mon 6.30 pm"|""|"true"|"Nagari, Andhra Pradesh 517590, India"|"13.3214000"|"79.5856000"
"36"|"Good Life Group."|"Z.P.T. School, Near Railway Station,"|"Nagari"|"Andhra Pradesh"|""|"Sat 6.30 pm"|"Cont: 092478 21244 - 094943 68400"|"true"|"Nagari, Andhra Pradesh 517590, India"|"13.3214000"|"79.5856000"
"37"|"Good Life Group."|"M.P.P. School, Perumalla Gudi Veedhi,"|"Nagari"|"Andhra Pradesh"|""|"Tue 6.30 pm"|""|"true"|"Nagari, Andhra Pradesh 517590, India"|"13.3214000"|"79.5856000"
"38"|"Good Life Group."|"Mary Matha Church, Tirupati Road,"|"Nagari"|"Andhra Pradesh"|""|"Wed 6.30 pm"|""|"true"|"Nagari, Andhra Pradesh 517590, India"|"13.3214000"|"79.5856000"
"39"|"Good Life Group."|"Agara Vinayakuni Temple, Kothapeta,"|"Nagari"|"Andhra Pradesh"|""|"Thu 6.00 pm"|""|"true"|"Nagari, Andhra Pradesh 517590, India"|"13.3214000"|"79.5856000"
"40"|"Good Life Group."|"Chintalapattada M.P.P. School,"|"Nagari"|"Andhra Pradesh"|""|"Fri 6.30 pm"|""|"true"|"Nagari, Andhra Pradesh 517590, India"|"13.3214000"|"79.5856000"
"41"|"Neelagiri Group"|"C.P.I. (M) Office,  Post"|"Nalgonda"|"Andhra Pradesh"|""|"Sun 6.00 pm"|"Mahusudan Reddy. - 099856 75703"|"false"|"Nalgonda, Telangana, India"|"17.1882998"|"79.1999949"
"42"|"Kotha Jeevitham Group"|"Grampaqnchayat Office, Narketpally"|"Narketpally"|"Andhra Pradesh"|""|"Mon to Sat. 6.00 pm & Sun 10.30 am"|"Mahusudan Reddy. - 099856 75703"|"true"|"Addanki - Narketpalli State Highway, Andhra Pradesh, India"|"15.9704709"|"79.9535935"
"43"|"Punarjanm Group"|"Kompalli Village,"|"Narketpally"|"Andhra Pradesh"|""|"Fri 6.00 pm"|"Mahusudan Reddy. - 099856 75703"|"true"|"Addanki - Narketpalli State Highway, Andhra Pradesh, India"|"15.9704709"|"79.9535935"
"44"|"Vimochana Group"|"M.Singu Puram, Neela Nagaram Post"|"Neela Nagaram"|"Andhra Pradesh"|""|"Sun 6.00 pm"|"Krishnan Naidu. - 094407 59660"|"true"|"Nagaram, Andhra Pradesh 522268, India"|"16.0044440"|"80.7244440"
"45"|"Akarshana Group."|"N.K.Rajapuram, Palkonda, Srikakulam Dist.,"|"Palakonda"|"Andhra Pradesh"|"532440"|"Daily 7.00 pm"|"Apparao Naidu. - 094400 64577"|"true"|"Palakonda, Andhra Pradesh 532440, India"|"18.6006737"|"83.7575774"
"46"|"Margadarshi Group."|"Near RTC Depo, Konadapuram Village, Palakonda, Srikakulam Dist.,"|"Palakonda Kondapuram"|"Andhra Pradesh"|""|"Daily 7.00 pm"|"Koti - 081790 98365 - Simhadri - 094406 06680"|"true"|"Kondapuram, Andhra Pradesh, India"|"14.2904405"|"77.3726379"
"47"|"Ananda Group"|"Pregada High School, Near Old Bus Stand, Phrizerpeta"|"Phrizerpeta"|"Andhra Pradesh"|""|"Tue/Fri 6.00 pm"|"Rangrao - 096524 84366"|"true"|"Andhra Pradesh, India"|"15.9128998"|"79.7399875"
"48"|"Piduguralla Group."|"Thanda School, HPCL Petrol Bunk, Main Road, Piduguralla,"|"Piduguralla"|"Andhra Pradesh"|""|"Tue/Fri 7.00 pm"|"Cont: 092980 05178"|"true"|"Piduguralla Railway Station, Piduguralla, Andhra Pradesh 522413, India"|"16.4781478"|"79.8766710"
"49"|"Pothanapalli Group."|"Seetamma Peta Board School,"|"Pothanapalli"|"Andhra Pradesh"|""|"Wed/Sat 6.00 pm"|"Cont: 096404 63067"|"true"|"putanpally, Telangana 509125, India"|"16.1793603"|"77.8438750"
"50"|"Rajahmundry Group."|"National School, Beside Ashoka Theatre,"|"Rajahmundry"|"Andhra Pradesh"|""|"Sun/Tue/Thu 6.30 pm"|"Cont: 097017 55307"|"true"|"Rajahmundry, Andhra Pradesh, India"|"17.0005383"|"81.8040345"
"51"|"Jeevan Dhara Group."|"C/o, C. Narayanarao (Tea Stall), Near Polipilli Amma Temple, Opp. MDO Office,"|"Rajam"|"Andhra Pradesh"|"532127"|"Mon to Sat 5.00 pm & Sun 10.00 am"|"D.Tirupathi Rao. - 090005 58360 - S. Jagadeesh. - 099493 31260"|"true"|"Razam, Andhra Pradesh 532127, India"|"18.4555839"|"83.6493806"
"52"|"Jeevansandhya Group."|"Saibaba Temple  (Near), Kancharam, Rajam Mandal,"|"Rajam"|"Andhra Pradesh"|"532127"|"Daily 6.00 pm"|"B. Dalinaidu. - 099089 79622"|"true"|"Razam, Andhra Pradesh 532127, India"|"18.4555839"|"83.6493806"
"53"|"Prasanthi Group."|"C/o, Tankala Appanna., Menthupeta Colony,"|"Rajam"|"Andhra Pradesh"|"532127"|"Daily 5.00 pm & Sun 10.00 am"|"Nagu - 089854 04440"|"true"|"Razam, Andhra Pradesh 532127, India"|"18.4555839"|"83.6493806"
"54"|"Asha Jyothi Group."|"Rajeepeta Junction Board School,"|"Rajeepeta"|"Andhra Pradesh"|""|"Tue/Fri 6.00 pm"|"Cont: 095052 60944"|"false"|"Rajipeta, Andhra Pradesh 535145, India"|"18.1390755"|"83.1431222"
"55"|"Punar Jeevana Group."|"Junior College Compond,"|"S.Kota"|"Andhra Pradesh"|""|"Sun 6.00 pm"|"Cont: 087901 42510"|"true"|"Kota, Andhra Pradesh, India"|"14.0333000"|"80.0500000"
"56"|"S.Kota Group."|"Fire Station Grounds, S.Kota,"|"S.Kota"|"Andhra Pradesh"|""|"Tue/Thu/Sat/Sun 6.00 pm"|"Cont: 094936 52587"|"true"|"Bypass Road, Kota, Andhra Pradesh 524411, India"|"14.0348234"|"80.0485657"
"57"|"Subodaya Group."|"Besides Vegavati Bridge,"|"Saluru"|"Andhra Pradesh"|""|"Daily 6.00 pm"|"Cont: 094917 97768 - 080990 87416"|"true"|"Salur, Andhra Pradesh 535591, India"|"18.5163848"|"83.2050863"
"58"|"Jubilee Group."|"Sweekar Upkar Rehabilitation Centre, Near Jubilee Bus Stand,"|"Secunderabad"|"Andhra Pradesh"|""|"Mon/Wed 7.00 pm"|"Cont: 098490 26120"|"true"|"Government Industrial Training Institute, Vijay Nagar Colony Road, Vijaya Nagar Colony, Hyderabad, Telangana 500057, India"|"17.3960549"|"78.4563671"
"59"|"Jubilee Group."|"Y.M.C.A. Clock Tower,"|"Secunderabad"|"Andhra Pradesh"|""|"Sun 11.00 am"|"Cont: 099853 35920"|"true"|"Government Industrial Training Institute, Vijay Nagar Colony Road, Vijaya Nagar Colony, Hyderabad, Telangana 500057, India"|"17.3960549"|"78.4563671"
"60"|"Krupa Group."|"Keyes High School,"|"Secunderabad"|"Andhra Pradesh"|""|"Fri 7.00 pm"|"Cont: 097047 50871"|"true"|"Government Industrial Training Institute, Vijay Nagar Colony Road, Vijaya Nagar Colony, Hyderabad, Telangana 500057, India"|"17.3960549"|"78.4563671"
"61"|"Mahaboob Group."|"Mahboob College,"|"Secunderabad"|"Andhra Pradesh"|""|"Thu 7.00 pm"|"Cont: 089781 03289"|"true"|"Government Industrial Training Institute, Vijay Nagar Colony Road, Vijaya Nagar Colony, Hyderabad, Telangana 500057, India"|"17.3960549"|"78.4563671"
"62"|"Secunderabad Group"|"St. Ann's School, S.D. Road"|"Secunderabad"|"Andhra Pradesh"|""|"Sun 11.00 am"|"098490 25833"|"true"|"Secunderabad, Telangana, India"|"17.4399295"|"78.4982741"
"63"|"Secunderabad Group."|"St. Francis School, Near Manohar Talkies,"|"Secunderabad"|"Andhra Pradesh"|""|"Tue/Sat 7.00 pm"|"Cont: 098490 25833"|"true"|"Secunderabad, Telangana, India"|"17.4399295"|"78.4982741"
"64"|"St. Ann's Group."|"St. Ann's School, S.D. Road,"|"Secunderabad"|"Andhra Pradesh"|""|"Sun 11.00 am"|"Cont: 098490 25833"|"true"|"Government Industrial Training Institute, Vijay Nagar Colony Road, Vijaya Nagar Colony, Hyderabad, Telangana 500057, India"|"17.3960549"|"78.4563671"
"65"|"Stepping Stones Group."|"Lady of Health Church, Khairatabad."|"Secunderabad"|"Andhra Pradesh"|""|"Wed 7.00 pm"|"Cont: 099483 34411"|"true"|"Government Industrial Training Institute, Vijay Nagar Colony Road, Vijaya Nagar Colony, Hyderabad, Telangana 500057, India"|"17.3960549"|"78.4563671"
"66"|"Wisdom Group."|"St. Francis Degree College, Uma Nagar, Begam Pet."|"Secunderabad"|"Andhra Pradesh"|""|"Mon/Fri 7.00 pm"|"Cont: 094933 26986 - 098490 10002"|"true"|"Government Industrial Training Institute, Vijay Nagar Colony Road, Vijaya Nagar Colony, Hyderabad, Telangana 500057, India"|"17.3960549"|"78.4563671"
"67"|"Kusimi Group."|"Kusimi Village, Seethampta Mandal, Srikakulam Dist,"|"Srikakulam"|"Andhra Pradesh"|"532443"|"Sat 10.00 am"|"Simhachalam - 090000 52875"|"true"|"Andhra Pradesh 532443, India"|"18.6810927"|"83.7836403"
"68"|"Srikakulam Group."|"Red Cross Bhavanam, Old Bus Stand, Near NGO Home,"|"Srikakulam"|"Andhra Pradesh"|"532401"|"Daily 6.00 pm"|"Chalapathi Das. - 080086 03678"|"true"|"532401, India"|"18.2725412"|"83.9426698"
"69"|"Srikalahasti Group."|"R.P.B.S. ZP High School, (Boys), Near Bridge,"|"Srikalahasti"|"Andhra Pradesh"|""|""|"Cont: 095024 39463"|"true"|"Srikalahasti, Andhra Pradesh, India"|"13.7520171"|"79.7037255"
"70"|"Bhanupuri Group"|"113884, A.V. Emclave Behind Municipal Water Tank,"|"Suryapeta"|"Andhra Pradesh"|""|""|"K.Ravindra. - 094905 70303"|"true"|"Suryapet, Telangana, India"|"17.1414470"|"79.6235850"
"71"|"Tirupati Group."|"T.P.P.M. School,"|"Tirupati"|"Andhra Pradesh"|""|"Wed 6.30 pm"|"Cont: 090521 21622 - 086828 46497"|"true"|"Tirupati, Andhra Pradesh, India"|"13.6287557"|"79.4191795"
"72"|"Ungarada Group."|"C/o, Sreeranganadham, Ungarada Metta, R. Amadalavalasa, Srikakulam Dist,"|"Ungarada Metta"|"Andhra Pradesh"|""|"Wed/Sat 6.00 pm"|"Sree Ranganadham. - 089786 04118"|"true"|"Ungarada Metta Bus Stop, Rajam - Palakonda Road, Gulla Padu, Andhra Pradesh 532440, India"|"18.5391914"|"83.7246227"
"73"|"Vijaya Nagaram Group"|"Nooka Raju Mayuri Junction"|"Vijaya Nagaram"|"Andhra Pradesh"|""|"Wed/Fri 6.00 pm"|"K.S.Naidu. - 098493 54389"|"true"|"Nagaram, Andhra Pradesh 522268, India"|"16.0044440"|"80.7244440"
"74"|"Mahaboob Group."|"Dakshina Murthy Elimentary School, Opp. Profit Shoe Company,"|"Vijayawada"|"Andhra Pradesh"|"520003"|"Tue 6.00 pm"|"Cont: 087904 29351"|"true"|"Vijayawada, Andhra Pradesh 520003, India"|"16.5256130"|"80.6285290"
"75"|"Prasanti Group."|"Besides Madapati Club, St. Peters Church Ground, Prayer Hall Back Building, 2nd Floor,"|"Vijayawada"|"Andhra Pradesh"|"520001"|"Fri 6.00 pm"|"Cont: 098492 26578"|"true"|"Andhra Pradesh 520001, India"|"16.5380465"|"80.6132646"
"76"|"Vijayawada Group"|"J.D.H. School, (Opp.Profit Shoe Co), Hanumanpet"|"Vijayawada"|"Andhra Pradesh"|""|"Tue 6.00 pm"|"M. Srinivas. - 098851 27401"|"true"|"Hanumanpet, Vijayawada, Andhra Pradesh, India"|"16.5157310"|"80.6195095"
"77"|"Vijayawada Group."|"Chaitanya Children Hospital, Patamata Centre, Bandar Road,"|"Vijayawada"|"Andhra Pradesh"|""|"Thu 6.00 pm & Sun 9.30 am"|"Cont: 093955 89065 - 093934 34345"|"true"|"Mahatma Gandhi Road, Vijayawada, Andhra Pradesh, India"|"16.4922251"|"80.6670937"
"78"|"Vijayawada Group."|"Karnati Rama Mohana Rao High School, Opp. Gopi Chand Cancer Hospital, Suryarao Peta,"|"Vijayawada"|"Andhra Pradesh"|"520002"|"Mon/Sat 6.00 pm"|"Cont: 093955 89065 - 093934 34345"|"true"|"Vijayawada, Andhra Pradesh 520002, India"|"16.5098886"|"80.6354665"
"79"|"Vijayawada Group."|"Beside Nirmala Convent, St. Paul Paris Hall, Padamata,"|"Vijayawada"|"Andhra Pradesh"|"520010"|"Wed 6.00 pm"|"Cont: 093955 89065 - 093934 34345"|"true"|"Vijayawada, Andhra Pradesh 520010, India"|"16.4989734"|"80.6521139"
"80"|"Vijaywada Group"|"St. Peters Church Compd, Besides Madapati Club"|"Vijayawada"|"Andhra Pradesh"|""|"Fri 6.00 pm"|"Bachiprasad - 094411 19954"|"true"|"Vijayawada, Andhra Pradesh, India"|"16.5061743"|"80.6480153"
"81"|"Arilova Group"|"ZP High School"|"Visakhapatnam"|"Andhra Pradesh"|""|"Fri 6.30 pm"|"Anand Rao. - 097057 46733"|"true"|"Visakhapatnam, Andhra Pradesh, India"|"17.6868159"|"83.2184815"
"82"|"Marripalem Group."|"Marripalem Junior College, Visakhapatnam,"|"Visakhapatnam"|"Andhra Pradesh"|""|"Fri 6.00 pm"|"Cont: 087907 15454 - 093969 84004"|"true"|"Visakhapatnam, Andhra Pradesh, India"|"17.6868159"|"83.2184815"
"83"|"Punarjanma Group."|"M.V.D. High School, Dandu Bazaar, Jagadamba Junction,"|"Visakhapatnam"|"Andhra Pradesh"|""|"Sun 6.30 pm"|"Kishore - 077992 98798 - K.Sreedhar. - 094946 66458"|"true"|"Jagadamba Junction, Visakhapatnam, Andhra Pradesh, India"|"17.7072867"|"83.3000947"
"84"|"Visakha Group."|"Ambedkar Bhavan, D.No. 52-14-80, Sri Nagar Beside Bullayya College,"|"Visakhapatnam"|"Andhra Pradesh"|""|"Wed/Sun 6.00 pm"|""|"true"|"Visakhapatnam, Andhra Pradesh, India"|"17.6868159"|"83.2184815"
"85"|"Vizianagara Group."|"Municipal High School Campus, Mayur Junction, Vizianagaram,"|"Vizianagaram"|"Andhra Pradesh"|"535003"|"Daily 7.00 pm"|"M. Srinivasarao. - 099497 50628"|"true"|"Vizianagaram, Foot Over Bridge, Pedavemali, Vizianagaram, Andhra Pradesh 535003, India"|"18.1117702"|"83.3959646"
"86"|"Adharsha Group."|"C/o, Fit Well Tailors, near Railway Gate, Garvidi"|"Vizianagaram Dist"|"Andhra Pradesh"|"535101"|"Thu/Sat/Sun 6.00 pm"|"G.Narasimha Murthy - 099484 73454"|"true"|"Andhra Pradesh 535101, India"|"18.3051484"|"83.4963567"
"87"|"Asha Group"|"Gopal Bodo High School, Ganeshguri"|"Guwahati"|"Assam"|""|"Mon to Fri 6.00 pm"|""|"true"|"Ganeshguri, Guwahati, Assam, India"|"26.1537719"|"91.7824884"
"88"|"Pioneer Group"|"Don Bosco Church, Don Bosco Compound, Pan Bazaar"|"Guwahati"|"Assam"|"781001"|"Sun 10.00 am"|""|"true"|"Pan Bazar, Guwahati, Assam, India"|"26.1829000"|"91.7474000"
"89"|"A.A. Meeting"|"Guru Nanak Bhavan, Daroga Roy Path, Opp. Rabinder Bhavan, Near Chanakya Hotel"|"Patna"|"Bihar"|""|""|"Helpline 099559 83299"|"true"|"Patna, Bihar, India"|"25.6110000"|"85.1440000"
"90"|"Disha Group"|"Shivalik Public School, Sector 41 - B."|"Chandigarh"|"Chandigarh"|""|""|"Harish S. - 098724 92821 - Jangi Lall - 017226 27991"|"true"|"Sector 41 B Bus Stop, Udyan Path, Buterla, Sector 41B, Sector 41, Chandigarh, Chandigarh 160036, India"|"30.7301563"|"76.7399472"
"91"|"Hope Group"|"Shivalik Public School, Phase VI S.A.S. Nagar, Mohali"|"Chandigarh"|"Chandigarh"|""|"Thu/Sun 6.30 pm"|"Arun M. - 098172 32632 - Gurcharan - 099140 42646"|"true"|"Sahibzada Ajit Singh Nagar, Chandigarh, India"|"30.7046486"|"76.7178726"
"92"|"Open Hand Group"|"St Anne's School, Sector 32 - C"|"Chandigarh"|"Chandigarh"|""|"Mon/Fri 6.30 pm"|"Nimal R. - 098146 90019"|"true"|"Sector 32, Chandigarh, Chandigarh, India"|"30.7090580"|"76.7743975"
"93"|"Prathna Group."|"Air Force Station,"|"Chandigarh"|"Chandigarh"|""|"Tue/Thu/Sat 7.00 pm"|""|"true"|"Chandigarh, India"|"30.7399738"|"76.7567368"
"94"|"Samarpan Group"|"Little Flower Convent School, Sector 14, Panchkula"|"Chandigarh"|"Chandigarh"|""|"Thu/Sun 6.30 pm"|"Kiran J. - 81463 00507 - 017225 52810"|"true"|"Chandigarh, India"|"30.7399738"|"76.7567368"
"95"|"Welcome Group"|"Carmel Convent School, Sector 9"|"Chandigarh"|"Chandigarh"|""|"Tue/Wed/Sat 7.00 pm"|"Deepak S. - 094179 30830"|"true"|"Sector 9, Chandigarh, Chandigarh, India"|"30.7466677"|"76.7942403"
"96"|"Aajaz Group"|"Welcome Seelampur, Delhi Govt Dispensary, Janata Flats"|""|"Delhi"|""|"Wed/Thu 6.30 pm"|"Harish - 092104 91380"|"true"|"New Delhi, Delhi, India"|"28.6139391"|"77.2090212"
